attendance_id,session_id,student_id,attendance_status,marked_at
A000495,SES0010,S0171,present,2025-03-01 20:02:00
A000496,SES0010,S0101,present,2025-03-01 20:07:00
A000497,SES0010,S0281,absent,2025-03-01 20:25:00
A000498,SES0010,S0238,present,2025-03-01 20:55:00
A000499,SES0010,S0110,present,2025-03-01 20:35:00
A000500,SES0010,S0228,present,2025-03-01 20:02:00
A000501,SES0011,S0010,present,2025-03-08 20:40:00
A000502,SES0012,S0159,present,2025-03-16 20:56:00
A000503,SES0012,S0307,present,2025-03-16 20:13:00
A000504,SES0012,S0249,present,2025-03-16 20:18:00
A000505,SES0012,S0034,present,2025-03-16 20:43:00
A000506,SES0012,S0085,present,2025-03-16 20:00:00
A000507,SES0012,S0067,present,2025-03-16 20:48:00
A000508,SES0012,S0177,present,2025-03-16 20:27:00
A000509,SES0012,S0222,present,2025-03-16 20:05:00
A000510,SES0012,S0137,present,2025-03-16 20:23:00
A000511,SES0012,S0071,present,2025-03-16 20:44:00
A000512,SES0012,S0079,present,2025-03-16 20:31:00
A000513,SES0012,S0303,absent,2025-03-16 20:25:00
A000514,SES0012,S0277,present,2025-03-16 20:38:00
A000515,SES0012,S0171,present,2025-03-16 20:42:00
A000516,SES0012,S0074,present,2025-03-16 20:06:00
A000517,SES0012,S0152,late,2025-03-16 20:41:00
A000518,SES0012,S0316,present,2025-03-16 20:57:00
A000519,SES0012,S0120,present,2025-03-16 20:18:00
A000520,SES0012,S0176,present,2025-03-16 20:52:00
A000521,SES0012,S0250,absent,2025-03-16 20:29:00
A000522,SES0012,S0016,present,2025-03-16 20:07:00
A000523,SES0012,S0304,present,2025-03-16 20:42:00
A000524,SES0012,S0276,present,2025-03-16 20:44:00
A000525,SES0012,S0165,present,2025-03-16 20:02:00
A000526,SES0012,S0234,present,2025-03-16 20:05:00
A000527,SES0012,S0264,present,2025-03-16 20:07:00
A000528,SES0012,S0032,present,2025-03-16 20:58:00
A000529,SES0012,S0012,present,2025-03-16 20:48:00
A000530,SES0012,S0275,present,2025-03-16 20:13:00
A000531,SES0012,S0182,absent,2025-03-16 20:58:00
A000532,SES0012,S0027,present,2025-03-16 20:21:00
A000533,SES0012,S0188,present,2025-03-16 20:10:00
A000534,SES0012,S0108,absent,2025-03-16 20:02:00
A000535,SES0012,S0281,present,2025-03-16 20:49:00
A000536,SES0012,S0282,absent,2025-03-16 20:38:00
A000537,SES0012,S0314,present,2025-03-16 20:27:00
A000538,SES0012,S0270,present,2025-03-16 20:51:00
A000539,SES0012,S0134,absent,2025-03-16 20:34:00
A000540,SES0012,S0065,present,2025-03-16 20:34:00
A000541,SES0012,S0201,absent,2025-03-16 20:17:00
A000542,SES0012,S0023,present,2025-03-16 20:05:00
A000543,SES0012,S0101,present,2025-03-16 20:58:00
A000544,SES0012,S0121,present,2025-03-16 20:45:00
A000545,SES0012,S0161,present,2025-03-16 20:25:00
A000546,SES0012,S0103,present,2025-03-16 20:54:00
A000547,SES0012,S0092,absent,2025-03-16 20:19:00
A000548,SES0012,S0143,present,2025-03-16 20:16:00
A000549,SES0012,S0311,absent,2025-03-16 20:13:00
A000550,SES0012,S0228,absent,2025-03-16 20:59:00
A000551,SES0012,S0298,present,2025-03-16 20:23:00
A000552,SES0013,S0310,absent,2025-02-08 20:06:00
A000553,SES0013,S0132,present,2025-02-08 20:43:00
A000554,SES0013,S0083,present,2025-02-08 20:41:00
A000555,SES0013,S0034,present,2025-02-08 20:55:00
A000556,SES0013,S0008,present,2025-02-08 20:46:00
A000557,SES0013,S0156,absent,2025-02-08 20:37:00
A000558,SES0013,S0171,present,2025-02-08 20:07:00
A000559,SES0013,S0198,absent,2025-02-08 20:19:00
A000560,SES0013,S0222,present,2025-02-08 20:18:00
A000561,SES0013,S0029,present,2025-02-08 20:50:00
A000562,SES0013,S0016,present,2025-02-08 20:22:00
A000563,SES0013,S0085,present,2025-02-08 20:05:00
A000564,SES0013,S0021,present,2025-02-08 20:43:00
A000565,SES0013,S0064,present,2025-02-08 20:40:00
A000566,SES0013,S0207,present,2025-02-08 20:10:00
A000567,SES0013,S0151,late,2025-02-08 20:44:00
A000568,SES0013,S0186,present,2025-02-08 20:14:00
A000569,SES0013,S0279,absent,2025-02-08 20:16:00
A000570,SES0013,S0241,present,2025-02-08 20:11:00
A000571,SES0013,S0261,present,2025-02-08 20:26:00
A000572,SES0013,S0181,present,2025-02-08 20:08:00
A000573,SES0013,S0202,present,2025-02-08 20:17:00
A000574,SES0013,S0074,present,2025-02-08 20:44:00
A000575,SES0013,S0248,present,2025-02-08 20:55:00
A000576,SES0013,S0135,present,2025-02-08 20:21:00
A000577,SES0013,S0277,present,2025-02-08 20:59:00
A000578,SES0013,S0057,present,2025-02-08 20:00:00
A000579,SES0013,S0232,absent,2025-02-08 20:08:00
A000580,SES0013,S0301,present,2025-02-08 20:34:00
A000581,SES0013,S0038,late,2025-02-08 20:29:00
A000582,SES0013,S0017,present,2025-02-08 20:40:00
A000583,SES0013,S0215,present,2025-02-08 20:23:00
A000584,SES0013,S0124,present,2025-02-08 20:59:00
A000585,SES0013,S0060,present,2025-02-08 20:44:00
A000586,SES0013,S0235,absent,2025-02-08 20:51:00
A000587,SES0013,S0070,absent,2025-02-08 20:33:00
A000588,SES0013,S0208,present,2025-02-08 20:48:00
A000589,SES0013,S0178,present,2025-02-08 20:28:00
A000590,SES0013,S0205,absent,2025-02-08 21:00:00
A000591,SES0013,S0185,late,2025-02-08 20:32:00
A000592,SES0013,S0072,absent,2025-02-08 20:01:00
A000593,SES0013,S0296,present,2025-02-08 20:35:00
A000594,SES0013,S0123,present,2025-02-08 20:06:00
A000595,SES0013,S0094,present,2025-02-08 20:19:00
A000596,SES0013,S0299,absent,2025-02-08 20:49:00
A000597,SES0013,S0183,present,2025-02-08 20:07:00
A000598,SES0013,S0284,absent,2025-02-08 20:56:00
A000599,SES0013,S0147,present,2025-02-08 20:49:00
A000600,SES0013,S0002,present,2025-02-08 20:38:00
A000601,SES0013,S0136,absent,2025-02-08 20:00:00
A000602,SES0014,S0068,present,2025-02-15 20:15:00
A000603,SES0014,S0005,present,2025-02-15 20:00:00
A000604,SES0014,S0277,present,2025-02-15 20:55:00
A000605,SES0014,S0207,present,2025-02-15 21:00:00
A000606,SES0014,S0272,present,2025-02-15 20:58:00
A000607,SES0014,S0310,absent,2025-02-15 20:17:00
A000608,SES0014,S0306,present,2025-02-15 20:16:00
A000609,SES0014,S0189,absent,2025-02-15 20:04:00
A000610,SES0014,S0105,present,2025-02-15 20:57:00
A000611,SES0014,S0171,present,2025-02-15 20:59:00
A000612,SES0014,S0038,present,2025-02-15 20:05:00
A000613,SES0014,S0141,present,2025-02-15 20:32:00
A000614,SES0014,S0033,present,2025-02-15 20:18:00
A000615,SES0014,S0274,late,2025-02-15 20:48:00
A000616,SES0014,S0208,absent,2025-02-15 20:19:00
A000617,SES0014,S0156,present,2025-02-15 20:26:00
A000618,SES0014,S0094,present,2025-02-15 20:12:00
A000619,SES0014,S0099,present,2025-02-15 20:19:00
A000620,SES0014,S0051,absent,2025-02-15 20:01:00
A000621,SES0014,S0198,present,2025-02-15 20:53:00
A000622,SES0014,S0021,present,2025-02-15 20:13:00
A000623,SES0014,S0060,present,2025-02-15 20:41:00
A000624,SES0014,S0157,absent,2025-02-15 20:44:00
A000625,SES0014,S0085,present,2025-02-15 20:15:00
A000626,SES0014,S0259,present,2025-02-15 20:52:00
A000627,SES0014,S0222,present,2025-02-15 20:21:00
A000628,SES0014,S0135,present,2025-02-15 20:52:00
A000629,SES0014,S0226,present,2025-02-15 20:27:00
A000630,SES0014,S0002,present,2025-02-15 20:13:00
A000631,SES0014,S0122,present,2025-02-15 20:26:00
A000632,SES0014,S0074,absent,2025-02-15 20:45:00
A000633,SES0014,S0010,present,2025-02-15 20:05:00
A000634,SES0014,S0065,present,2025-02-15 20:19:00
A000635,SES0014,S0147,present,2025-02-15 20:11:00
A000636,SES0014,S0248,present,2025-02-15 20:40:00
A000637,SES0014,S0098,present,2025-02-15 20:08:00
A000638,SES0014,S0180,absent,2025-02-15 20:43:00
A000639,SES0014,S0212,present,2025-02-15 20:19:00
A000640,SES0014,S0072,present,2025-02-15 20:20:00
A000641,SES0014,S0123,present,2025-02-15 20:52:00
A000642,SES0014,S0186,present,2025-02-15 20:28:00
A000643,SES0014,S0037,absent,2025-02-15 20:36:00
A000644,SES0014,S0073,present,2025-02-15 20:16:00
A000645,SES0014,S0279,present,2025-02-15 20:26:00
A000646,SES0014,S0185,present,2025-02-15 20:28:00
A000647,SES0014,S0016,present,2025-02-15 20:35:00
A000648,SES0014,S0287,present,2025-02-15 20:41:00
A000649,SES0014,S0029,present,2025-02-15 20:11:00
A000650,SES0014,S0008,present,2025-02-15 20:38:00
A000651,SES0014,S0235,present,2025-02-15 20:43:00
A000652,SES0015,S0181,present,2025-02-23 20:11:00
A000653,SES0015,S0132,absent,2025-02-23 20:25:00
A000654,SES0015,S0002,absent,2025-02-23 20:16:00
A000655,SES0015,S0189,present,2025-02-23 21:00:00
A000656,SES0015,S0124,present,2025-02-23 20:24:00
A000657,SES0015,S0037,present,2025-02-23 20:32:00
A000658,SES0015,S0064,present,2025-02-23 20:49:00
A000659,SES0015,S0083,present,2025-02-23 20:27:00
A000660,SES0015,S0033,present,2025-02-23 20:19:00
A000661,SES0015,S0147,present,2025-02-23 20:40:00
A000662,SES0015,S0123,absent,2025-02-23 20:11:00
A000663,SES0015,S0016,present,2025-02-23 20:32:00
A000664,SES0015,S0065,present,2025-02-23 20:12:00
A000665,SES0015,S0136,present,2025-02-23 20:50:00
A000666,SES0015,S0116,present,2025-02-23 20:14:00
A000667,SES0015,S0205,present,2025-02-23 20:08:00
A000668,SES0015,S0226,present,2025-02-23 20:49:00
A000669,SES0015,S0085,present,2025-02-23 20:51:00
A000670,SES0015,S0005,absent,2025-02-23 20:35:00
A000671,SES0015,S0202,absent,2025-02-23 20:51:00
A000672,SES0015,S0151,present,2025-02-23 20:28:00
A000673,SES0015,S0248,present,2025-02-23 20:41:00
A000674,SES0015,S0044,absent,2025-02-23 20:42:00
A000675,SES0015,S0183,absent,2025-02-23 20:07:00
A000676,SES0015,S0291,present,2025-02-23 20:24:00
A000677,SES0015,S0296,present,2025-02-23 20:54:00
A000678,SES0015,S0105,present,2025-02-23 20:39:00
A000679,SES0015,S0141,present,2025-02-23 20:34:00
A000680,SES0015,S0232,present,2025-02-23 20:19:00
A000681,SES0015,S0038,present,2025-02-23 20:22:00
A000682,SES0015,S0284,present,2025-02-23 20:07:00
A000683,SES0015,S0060,late,2025-02-23 20:47:00
A000684,SES0015,S0299,present,2025-02-23 20:13:00
A000685,SES0015,S0021,present,2025-02-23 20:37:00
A000686,SES0015,S0057,absent,2025-02-23 20:44:00
A000687,SES0015,S0017,present,2025-02-23 20:01:00
A000688,SES0015,S0208,absent,2025-02-23 20:32:00
A000689,SES0015,S0156,absent,2025-02-23 20:53:00
A000690,SES0015,S0072,present,2025-02-23 20:32:00
A000691,SES0015,S0029,present,2025-02-23 20:20:00
A000692,SES0015,S0074,present,2025-02-23 20:04:00
A000693,SES0015,S0135,present,2025-02-23 20:05:00
A000694,SES0015,S0212,absent,2025-02-23 20:36:00
A000695,SES0015,S0260,absent,2025-02-23 20:24:00
A000696,SES0015,S0207,present,2025-02-23 20:59:00
A000697,SES0015,S0259,present,2025-02-23 20:10:00
A000698,SES0015,S0274,present,2025-02-23 20:12:00
A000699,SES0015,S0034,present,2025-02-23 20:21:00
A000700,SES0015,S0098,late,2025-02-23 20:28:00
A000701,SES0015,S0287,present,2025-02-23 20:02:00
A000702,SES0016,S0248,present,2025-03-02 20:15:00
A000703,SES0016,S0226,present,2025-03-02 20:39:00
A000704,SES0016,S0151,present,2025-03-02 20:48:00
A000705,SES0016,S0016,present,2025-03-02 20:58:00
A000706,SES0016,S0187,absent,2025-03-02 20:34:00
A000707,SES0016,S0260,absent,2025-03-02 20:29:00
A000708,SES0016,S0005,present,2025-03-02 20:28:00
A000709,SES0016,S0074,present,2025-03-02 20:29:00
A000710,SES0016,S0021,present,2025-03-02 20:28:00
A000711,SES0016,S0097,absent,2025-03-02 20:52:00
A000712,SES0016,S0124,present,2025-03-02 20:25:00
A000713,SES0016,S0212,present,2025-03-02 20:35:00
A000714,SES0016,S0033,present,2025-03-02 20:11:00
A000715,SES0016,S0034,present,2025-03-02 20:49:00
A000716,SES0016,S0073,present,2025-03-02 20:55:00
A000717,SES0016,S0017,absent,2025-03-02 20:53:00
A000718,SES0016,S0060,present,2025-03-02 20:06:00
A000719,SES0016,S0208,present,2025-03-02 20:43:00
A000720,SES0016,S0094,present,2025-03-02 20:32:00
A000721,SES0016,S0010,present,2025-03-02 20:29:00
A000722,SES0016,S0297,present,2025-03-02 20:01:00
A000723,SES0016,S0098,absent,2025-03-02 20:09:00
A000724,SES0016,S0174,absent,2025-03-02 20:24:00
A000725,SES0016,S0306,present,2025-03-02 20:19:00
A000726,SES0016,S0038,present,2025-03-02 20:54:00
A000727,SES0016,S0235,present,2025-03-02 20:19:00
A000728,SES0016,S0132,absent,2025-03-02 20:39:00
A000729,SES0016,S0141,present,2025-03-02 20:37:00
A000730,SES0016,S0274,present,2025-03-02 20:28:00
A000731,SES0016,S0008,present,2025-03-02 20:11:00
A000732,SES0016,S0232,absent,2025-03-02 20:32:00
A000733,SES0016,S0259,present,2025-03-02 20:13:00
A000734,SES0016,S0202,present,2025-03-02 20:00:00
A000735,SES0016,S0310,present,2025-03-02 20:15:00
A000736,SES0016,S0207,absent,2025-03-02 20:13:00
A000737,SES0016,S0182,present,2025-03-02 20:18:00
A000738,SES0016,S0044,absent,2025-03-02 20:37:00
A000739,SES0016,S0051,present,2025-03-02 20:07:00
A000740,SES0016,S0268,absent,2025-03-02 20:04:00
A000741,SES0016,S0178,present,2025-03-02 20:40:00
A000742,SES0016,S0123,present,2025-03-02 20:26:00
A000743,SES0016,S0198,present,2025-03-02 20:12:00
A000744,SES0016,S0049,present,2025-03-02 20:21:00
A000745,SES0016,S0231,late,2025-03-02 20:29:00
A000746,SES0016,S0279,absent,2025-03-02 20:17:00
A000747,SES0016,S0122,present,2025-03-02 20:21:00
A000748,SES0016,S0136,present,2025-03-02 20:18:00
A000749,SES0016,S0072,present,2025-03-02 20:54:00
A000750,SES0016,S0014,absent,2025-03-02 20:28:00
A000751,SES0016,S0261,present,2025-03-02 20:53:00
A000752,SES0017,S0272,present,2025-03-08 20:08:00
A000753,SES0017,S0070,present,2025-03-08 20:56:00
A000754,SES0017,S0261,absent,2025-03-08 20:13:00
A000755,SES0017,S0259,present,2025-03-08 20:05:00
A000756,SES0017,S0297,absent,2025-03-08 20:14:00
A000757,SES0017,S0002,present,2025-03-08 20:33:00
A000758,SES0017,S0064,present,2025-03-08 20:51:00
A000759,SES0017,S0231,present,2025-03-08 20:18:00
A000760,SES0017,S0123,absent,2025-03-08 20:17:00
A000761,SES0017,S0116,present,2025-03-08 20:26:00
A000762,SES0017,S0049,absent,2025-03-08 20:17:00
A000763,SES0017,S0185,absent,2025-03-08 20:06:00
A000764,SES0017,S0037,absent,2025-03-08 20:10:00
A000765,SES0017,S0180,present,2025-03-08 20:39:00
A000766,SES0017,S0094,present,2025-03-08 20:57:00
A000767,SES0017,S0277,present,2025-03-08 20:03:00
A000768,SES0017,S0072,absent,2025-03-08 20:53:00
A000769,SES0017,S0122,present,2025-03-08 20:06:00
A000770,SES0017,S0021,absent,2025-03-08 20:33:00
A000771,SES0017,S0291,absent,2025-03-08 20:59:00
A000772,SES0017,S0232,absent,2025-03-08 20:55:00
A000773,SES0017,S0151,present,2025-03-08 20:07:00
A000774,SES0017,S0279,absent,2025-03-08 20:35:00
A000775,SES0017,S0187,present,2025-03-08 20:05:00
A000776,SES0017,S0098,absent,2025-03-08 20:52:00
A000777,SES0017,S0057,absent,2025-03-08 20:06:00
A000778,SES0017,S0051,present,2025-03-08 20:02:00
A000779,SES0017,S0115,present,2025-03-08 20:49:00
A000780,SES0017,S0017,present,2025-03-08 20:15:00
A000781,SES0017,S0038,absent,2025-03-08 20:40:00
A000782,SES0017,S0105,absent,2025-03-08 20:25:00
A000783,SES0017,S0299,present,2025-03-08 20:32:00
A000784,SES0017,S0178,present,2025-03-08 20:06:00
A000785,SES0017,S0068,absent,2025-03-08 20:03:00
A000786,SES0017,S0099,present,2025-03-08 20:54:00
A000787,SES0017,S0171,present,2025-03-08 20:15:00
A000788,SES0017,S0235,present,2025-03-08 20:14:00
A000789,SES0017,S0296,absent,2025-03-08 20:25:00
A000790,SES0017,S0014,present,2025-03-08 20:24:00
A000791,SES0017,S0008,present,2025-03-08 20:09:00
A000792,SES0017,S0215,present,2025-03-08 20:25:00
A000793,SES0017,S0227,present,2025-03-08 20:11:00
A000794,SES0017,S0085,present,2025-03-08 20:57:00
A000795,SES0017,S0034,present,2025-03-08 20:35:00
A000796,SES0017,S0274,present,2025-03-08 20:29:00
A000797,SES0017,S0174,present,2025-03-08 20:43:00
A000798,SES0017,S0310,absent,2025-03-08 20:05:00
A000799,SES0017,S0135,present,2025-03-08 20:54:00
A000800,SES0017,S0060,present,2025-03-08 20:54:00
A000801,SES0017,S0248,late,2025-03-08 20:14:00
A000802,SES0018,S0136,absent,2025-03-15 20:48:00
A000803,SES0018,S0222,present,2025-03-15 20:01:00
A000804,SES0018,S0301,absent,2025-03-15 20:37:00
A000805,SES0018,S0198,present,2025-03-15 20:33:00
A000806,SES0018,S0016,present,2025-03-15 20:38:00
A000807,SES0018,S0157,present,2025-03-15 20:17:00
A000808,SES0018,S0037,present,2025-03-15 20:03:00
A000809,SES0018,S0005,present,2025-03-15 20:39:00
A000810,SES0018,S0115,present,2025-03-15 20:42:00
A000811,SES0018,S0208,present,2025-03-15 20:40:00
A000812,SES0018,S0098,present,2025-03-15 20:01:00
A000813,SES0018,S0002,present,2025-03-15 20:24:00
A000814,SES0018,S0259,absent,2025-03-15 20:04:00
A000815,SES0018,S0010,present,2025-03-15 20:24:00
A000816,SES0018,S0073,present,2025-03-15 20:06:00
A000817,SES0018,S0231,present,2025-03-15 20:46:00
A000818,SES0018,S0070,present,2025-03-15 20:46:00
A000819,SES0018,S0038,present,2025-03-15 20:26:00
A000820,SES0018,S0094,present,2025-03-15 20:44:00
A000821,SES0018,S0049,present,2025-03-15 20:58:00
A000822,SES0018,S0034,present,2025-03-15 20:41:00
A000823,SES0018,S0135,late,2025-03-15 20:59:00
A000824,SES0018,S0227,present,2025-03-15 20:31:00
A000825,SES0018,S0072,present,2025-03-15 20:19:00
A000826,SES0018,S0314,absent,2025-03-15 20:58:00
A000827,SES0018,S0296,absent,2025-03-15 20:04:00
A000828,SES0018,S0186,present,2025-03-15 20:34:00
A000829,SES0018,S0178,present,2025-03-15 20:25:00
A000830,SES0018,S0065,present,2025-03-15 20:14:00
A000831,SES0018,S0212,absent,2025-03-15 20:16:00
A000832,SES0018,S0241,absent,2025-03-15 20:03:00
A000833,SES0018,S0291,present,2025-03-15 20:28:00
A000834,SES0018,S0060,present,2025-03-15 20:59:00
A000835,SES0018,S0180,present,2025-03-15 20:48:00
A000836,SES0018,S0064,present,2025-03-15 20:05:00
A000837,SES0018,S0284,absent,2025-03-15 20:49:00
A000838,SES0018,S0074,present,2025-03-15 20:54:00
A000839,SES0018,S0124,present,2025-03-15 20:25:00
A000840,SES0018,S0279,present,2025-03-15 20:45:00
A000841,SES0018,S0122,late,2025-03-15 20:04:00
A000842,SES0018,S0141,present,2025-03-15 21:00:00
A000843,SES0018,S0132,present,2025-03-15 20:17:00
A000844,SES0018,S0187,present,2025-03-15 20:58:00
A000845,SES0018,S0033,present,2025-03-15 20:07:00
A000846,SES0018,S0068,present,2025-03-15 20:44:00
A000847,SES0018,S0183,present,2025-03-15 20:12:00
A000848,SES0018,S0085,present,2025-03-15 20:39:00
A000849,SES0018,S0205,present,2025-03-15 20:28:00
A000850,SES0018,S0215,present,2025-03-15 20:51:00
A000851,SES0018,S0207,present,2025-03-15 20:52:00
A000852,SES0019,S0260,absent,2025-02-10 20:01:00
A000853,SES0019,S0169,present,2025-02-10 20:44:00
A000854,SES0019,S0117,present,2025-02-10 20:44:00
A000855,SES0019,S0225,present,2025-02-10 20:33:00
A000856,SES0019,S0077,absent,2025-02-10 20:12:00
A000857,SES0019,S0060,absent,2025-02-10 20:36:00
A000858,SES0019,S0265,present,2025-02-10 20:40:00
A000859,SES0019,S0166,present,2025-02-10 20:11:00
A000860,SES0019,S0278,absent,2025-02-10 20:56:00
A000861,SES0019,S0106,present,2025-02-10 20:23:00
A000862,SES0019,S0154,present,2025-02-10 20:21:00
A000863,SES0019,S0254,present,2025-02-10 20:29:00
A000864,SES0019,S0124,present,2025-02-10 20:22:00
A000865,SES0019,S0040,present,2025-02-10 20:45:00
A000866,SES0019,S0149,absent,2025-02-10 20:56:00
A000867,SES0019,S0239,present,2025-02-10 20:22:00
A000868,SES0019,S0037,absent,2025-02-10 20:38:00
A000869,SES0019,S0174,absent,2025-02-10 20:32:00
A000870,SES0019,S0220,present,2025-02-10 20:34:00
A000871,SES0019,S0235,present,2025-02-10 20:33:00
A000872,SES0019,S0089,present,2025-02-10 20:32:00
A000873,SES0019,S0283,present,2025-02-10 20:48:00
A000874,SES0019,S0109,present,2025-02-10 20:40:00
A000875,SES0019,S0248,present,2025-02-10 20:12:00
A000876,SES0019,S0211,absent,2025-02-10 20:52:00
A000877,SES0019,S0203,present,2025-02-10 20:17:00
A000878,SES0019,S0053,late,2025-02-10 20:10:00
A000879,SES0019,S0101,present,2025-02-10 20:55:00
A000880,SES0019,S0081,present,2025-02-10 20:31:00
A000881,SES0019,S0094,present,2025-02-10 20:13:00
A000882,SES0019,S0088,present,2025-02-10 20:55:00
A000883,SES0019,S0196,present,2025-02-10 20:44:00
A000884,SES0019,S0233,present,2025-02-10 20:45:00
A000885,SES0019,S0304,present,2025-02-10 20:57:00
A000886,SES0019,S0258,present,2025-02-10 20:36:00
A000887,SES0019,S0153,absent,2025-02-10 20:00:00
A000888,SES0019,S0268,present,2025-02-10 20:17:00
A000889,SES0019,S0214,present,2025-02-10 20:15:00
A000890,SES0019,S0099,present,2025-02-10 20:52:00
A000891,SES0019,S0315,absent,2025-02-10 20:22:00
A000892,SES0019,S0249,present,2025-02-10 20:53:00
A000893,SES0019,S0227,present,2025-02-10 20:57:00
A000894,SES0019,S0160,present,2025-02-10 20:42:00
A000895,SES0019,S0084,absent,2025-02-10 20:06:00
A000896,SES0019,S0145,absent,2025-02-10 20:02:00
A000897,SES0019,S0041,absent,2025-02-10 20:27:00
A000898,SES0019,S0309,present,2025-02-10 20:00:00
A000899,SES0019,S0126,present,2025-02-10 20:22:00
A000900,SES0019,S0044,present,2025-02-10 20:31:00
A000901,SES0019,S0013,present,2025-02-10 20:47:00
A000902,SES0020,S0309,present,2025-02-16 20:46:00
A000903,SES0020,S0037,present,2025-02-16 20:40:00
A000904,SES0020,S0151,present,2025-02-16 20:44:00
A000905,SES0020,S0041,present,2025-02-16 20:20:00
A000906,SES0020,S0079,absent,2025-02-16 20:50:00
A000907,SES0020,S0235,present,2025-02-16 20:52:00
A000908,SES0020,S0279,present,2025-02-16 20:23:00
A000909,SES0020,S0007,present,2025-02-16 20:34:00
A000910,SES0020,S0126,absent,2025-02-16 20:30:00
A000911,SES0020,S0196,present,2025-02-16 20:21:00
A000912,SES0020,S0094,present,2025-02-16 20:27:00
A000913,SES0020,S0268,present,2025-02-16 20:18:00
A000914,SES0020,S0044,absent,2025-02-16 20:34:00
A000915,SES0020,S0066,present,2025-02-16 20:47:00
A000916,SES0020,S0265,late,2025-02-16 20:55:00
A000917,SES0020,S0213,present,2025-02-16 20:46:00
A000918,SES0020,S0278,late,2025-02-16 20:34:00
A000919,SES0020,S0125,present,2025-02-16 20:58:00
A000920,SES0020,S0169,present,2025-02-16 20:33:00
A000921,SES0020,S0248,late,2025-02-16 20:45:00
A000922,SES0020,S0060,present,2025-02-16 20:01:00
A000923,SES0020,S0254,present,2025-02-16 20:56:00
A000924,SES0020,S0260,present,2025-02-16 20:58:00
A000925,SES0020,S0101,present,2025-02-16 20:33:00
A000926,SES0020,S0139,present,2025-02-16 20:28:00
A000927,SES0020,S0225,absent,2025-02-16 20:53:00
A000928,SES0020,S0315,present,2025-02-16 20:19:00
A000929,SES0020,S0214,absent,2025-02-16 20:01:00
A000930,SES0020,S0154,present,2025-02-16 20:17:00
A000931,SES0020,S0298,absent,2025-02-16 20:52:00
A000932,SES0020,S0233,present,2025-02-16 20:34:00
A000933,SES0020,S0108,absent,2025-02-16 20:13:00
A000934,SES0020,S0152,present,2025-02-16 20:56:00
A000935,SES0020,S0115,present,2025-02-16 20:34:00
A000936,SES0020,S0033,present,2025-02-16 20:59:00
A000937,SES0020,S0109,present,2025-02-16 20:57:00
A000938,SES0020,S0203,present,2025-02-16 20:18:00
A000939,SES0020,S0081,present,2025-02-16 20:19:00
A000940,SES0020,S0058,present,2025-02-16 20:27:00
A000941,SES0020,S0145,present,2025-02-16 20:12:00
A000942,SES0020,S0211,absent,2025-02-16 20:53:00
A000943,SES0020,S0132,present,2025-02-16 20:48:00
A000944,SES0020,S0080,present,2025-02-16 20:26:00
A000945,SES0020,S0312,present,2025-02-16 20:30:00
A000946,SES0020,S0174,absent,2025-02-16 20:14:00
A000947,SES0020,S0040,present,2025-02-16 20:42:00
A000948,SES0020,S0088,present,2025-02-16 20:15:00
A000949,SES0020,S0077,present,2025-02-16 20:49:00
A000950,SES0020,S0153,present,2025-02-16 20:25:00
A000951,SES0020,S0117,present,2025-02-16 20:18:00
A000952,SES0021,S0117,present,2025-02-22 20:46:00
A000953,SES0021,S0088,present,2025-02-22 20:02:00
A000954,SES0021,S0044,present,2025-02-22 20:01:00
A000955,SES0021,S0037,present,2025-02-22 20:48:00
A000956,SES0021,S0151,absent,2025-02-22 20:37:00
A000957,SES0021,S0139,late,2025-02-22 20:21:00
A000958,SES0021,S0174,present,2025-02-22 20:01:00
A000959,SES0021,S0278,absent,2025-02-22 20:48:00
A000960,SES0021,S0213,present,2025-02-22 20:17:00
A000961,SES0021,S0064,present,2025-02-22 20:27:00
A000962,SES0021,S0244,absent,2025-02-22 20:53:00
A000963,SES0021,S0233,absent,2025-02-22 20:43:00
A000964,SES0021,S0094,present,2025-02-22 21:00:00
A000965,SES0021,S0041,absent,2025-02-22 20:46:00
A000966,SES0021,S0236,present,2025-02-22 20:10:00
A000967,SES0021,S0007,present,2025-02-22 20:27:00
A000968,SES0021,S0052,present,2025-02-22 20:56:00
A000969,SES0021,S0154,absent,2025-02-22 20:11:00
A000970,SES0021,S0220,present,2025-02-22 20:07:00
A000971,SES0021,S0166,present,2025-02-22 20:34:00
A000972,SES0021,S0132,present,2025-02-22 20:52:00
A000973,SES0021,S0149,absent,2025-02-22 20:13:00
A000974,SES0021,S0304,present,2025-02-22 20:01:00
A000975,SES0021,S0150,present,2025-02-22 20:29:00
A000976,SES0021,S0227,present,2025-02-22 20:47:00
A000977,SES0021,S0196,present,2025-02-22 20:30:00
A000978,SES0021,S0279,present,2025-02-22 20:44:00
A000979,SES0021,S0211,present,2025-02-22 21:00:00
A000980,SES0021,S0124,present,2025-02-22 20:11:00
A000981,SES0021,S0077,present,2025-02-22 20:53:00
A000982,SES0021,S0099,present,2025-02-22 20:57:00
A000983,SES0021,S0108,present,2025-02-22 20:33:00
A000984,SES0021,S0101,late,2025-02-22 20:12:00
A000985,SES0021,S0033,absent,2025-02-22 20:09:00
A000986,SES0021,S0109,present,2025-02-22 20:29:00
A000987,SES0021,S0013,absent,2025-02-22 20:30:00
A000988,SES0021,S0145,absent,2025-02-22 20:26:00
A000989,SES0021,S0235,present,2025-02-22 20:39:00
